"01","01",,"0101",,,"1366554160","Jonathan Black","A small trading outpost with a number of surrounding farms is nestled in the hills. Kids growing up here take part in the Explorers program and are taught to hunt the mutant wildlife in the nearby hills at an early age.",,
"01","02",,"0102",,,"1366554191","Joshua Macy","A party of Tigermen are beset by velociraptors.",,
"01","03",,"0103",,"GULOSHIK","1366554619","Joshua Macy","[[GULOSHIK]], an underwater village of mutant telepathic eel men.",,
"01","04",,"0104",,,"1366554991","Joey Lindsey","Squat concrete fortifications lie abandoned, except for the radioactive Atomic Ghosts and a few struggling mutated insects.",,
"01","05",,"0105",,,"1366555138","Chris McDowall","Jetski Centaurs want to eat you. In an ongoing struggle with the shark men of Hex [[0103]].",,
"01","06",,"0106",,,"1366555212","Joshua Macy","Tower of the Space Wizard, Thrax Omnichron. Thrax seeks the key to controlling the temporal flux in Hex [[0808]].",,
"01","07",,"0107",,,"1366555652","Joey Lindsey","The intelligent sand here hates the incursion of Thrax Omnicron from Hex [[0106]], and will attack any it believes allied with him. It may help or steal from any it believes are not.",,
"01","08",,"0108",,,"1366555689","Joey Lindsey","Uplifted Sharks who live here leave partially-eaten corpses of their victims floating as a warning to others. They will pay a pretty penny for waterproof books and android arms, however.",,
"01","09",,"0109",,,"1366555973","Joshua Macy","A cave in the hills contains a deactivated but functional H.E.M.A.N. (Hyper Enhanced Male Android Newtype).",,
"01","10",,"0110",,,"1366556308","Ramanan Sivaranjan","Two unassuming shacks sit on top of deep bunkers full of long lost super-science. Hints of their former use as a atomic energy labs are found throughout the ruins. Tunnels lead to Hex [[0209]] and Hex [[0210]].",,
"01","11",,"0111",,,"1366556686","Reece Carter","Toxic run off from Hex [[0210]] has caused this hex to become a smokey mess. -2 to any task that requires vision, -4 if you dont have goggles of some sort.",,
"01","12",,"0112",,,"1366556813","Ed Hackett","The patches of razor-grass here are genetically engineered to envenom passersby and mulch the remains. It protects the underground laboratory/bunker of a long dead scientist.",,
"01","13",,"0113",,,"1366558338","Joey Lindsey","Two-legged deer with bodies like ostrich feed from the grasses and drink from the shore. They will panic if forced North towards Hex [[0112]] or forced onto the beach at night, where poisonous crabs beach themselves to hunt.",,
"01","14",,"0114",,,"1366558804","Shoe Skogen","A small tribe of young people live here, on a flotilla of connected rafts moored securely to shore.They tend a healthy herd of very clever, quick oviraptor type dinosaurs. The little oviraptors are quite intelligent, and can be trained to sneak and snitch and steal. They will sell dinos to travellers for food, toys, and entertainments. If asked about the absence of adults (&quot;Where are your parents?!&quot; and such), they just laugh.",,
"01","15",,"0115",,,"1366559039","Reginald Mc Reynolds","A large pod of Domers frolic here, making their homes among small reefs and ancient roof tops lying below the surface of the water. Domers are often clumsy on land, but here in the water, their speed is doubled.",,
"01","16",,"0116",,,"1366559651","Joshua Macy","A drowned forest from before the waters in this area rose, now home to a colony of ghost beavers.",,
"01","17",,"0117",,,"1366559766","Joey Lindsey","Medirepair nanobots have gone amok; an ancient soda vending machine is full, drawing power for refrigeration from a massive tree; the tree's fruit has hard, metallic skin and is explosive; hermit crabs have adapted to living in skulls that wash up here.",,
"01","18",,"0118",,,"1366561037","Joshua Macy","Gargantako, a giant mutant mind-controlling octopus terrorizes these waters and is worshiped by local tribes as a god. This hex contains his lair, some pre-apocalyptic ruins.",,
"01","19",,"0119",,,"1366561460","Noah Stevens","The semi-sentient lake grasses that sway gently back and forth eagerly pluck the humanoid insects from Hex [[0120]] out of the air here, and the water is covered in a scrim of insectile wings. The lake bed is covered in small ancient artifacts",,
"01","20",,"0120",,,"1366565255","Ramanan Sivaranjan","In a secluded monastery of Insect-Men deep in the woods, the great monk Kacht-ta makes slow progress on his life's work, illuminating The Codex of Burning Effigies.",,
"02","01",,"0201",,,"1366566030","Ed Hackett","Giant Rodents often wander the grassy hills here. Perfect training fodder for the students of the Explorer program in Hex [[0101]].",,
"02","02",,"0202",,,"1366567599","Joey Lindsey","Ancient statues and tough desert shrubs dot the sand dunes. Spidergoats and Horned Sand Cats prey on Giant Dune Rats and provide a variety of more serious and sometimes deadly challenges for the inhabitants of Hex [[0101]].",,
"02","03",,"0203",,,"1366568918","David Lewis Johnson","A barge-island built by the Crab Handers, who conduct brisk business with the Eel Men in [[0103]] and the Musical Sex Magic Cultists hiding in [[0304]]. Occasionally it rains living squid.",,
"02","04",,"0204",,,"1366573276","Joshua Macy","A pack of plesiosaurs swim these waters",,
"02","05",,"0205",,,"1366573529","Joshua Macy","Run-off from Hex [[0306]] has created a gigantic seaweed kaiju (composed largely of sargassum), which menaces ships and nearby hexes.",,
"02","05",,"0205",,,"1366584180","Phil DeLuca","Amphibious pirates are organizing their junk fleet and planning to steal the jet skis from Hex [[0105]]. The sentient plesiosaur leader of Hex [[0204]] has stymied their efforts to expand north.",,
"02","06",,"0206",,,"1366584436","Phil DeLuca","The corrosive sands originating from the Space Wizard's experiments with temporal fuel are spreading from Hex [[0106]]. The sands dissolve external equipment (clothes, backpacks, armor) in 3d12 hours unless specifically cleaned and treated once every 24 hours.",,
"02","07",,"0207",,,"1366598613","Joshua Macy","Ratmen on motorcycles and dune-buggies roam these hills, waylaying travelers.",,
"02","08",,"0208",,,"1366598968","Joey Lindsey","No life stirs in the dead forest on stony ground. Any living creature entering it will cause the blight to become grass, trees to regain color, and even animals to emerge from the brush - causing the creature who entered to weaken and die as its life force it sucked away. Ratmen from Hex [[0207]] seeking a thrill ride in to loot bodies, leaving before they get too sick.",,
"02","09",,"0209",,,"1366602636","Jonathan Black","Shards of radioactive metal from an exploded rocketship in Hex [[0310]] litter the irradiated sand dunes. Travelers passing through have reported seeing giant worms made from these shards of metal boring through the sand dunes, devouring everything in their path.",,
